genename	p_value	fdr
9334	TRMT11	5.74144457160088e-32	3.7416858185071e-31
2202	DDX20	5.80456242693222e-32	3.78039779572225e-31
3589	GSK3A	6.07006077557123e-32	3.95078235891786e-31
3066	FGR	6.34787178257891e-32	4.12895777776057e-31
2331	DNA2	6.54348754857658e-32	4.25347596368495e-31
5024	MAPK3	6.86751895725227e-32	4.46125608889702e-31
4381	KATNB1	6.88489940028772e-32	4.46969250792131e-31
4727	LDOC1	7.21979081126519e-32	4.68411555631383e-31
129	ADAMTS4	7.9535620412424e-32	5.15688888754359e-31
3439	GNG2	7.95992136916373e-32	5.15772484640144e-31
9641	USP25	8.2304326546481e-32	5.32961116459167e-31
10102	ZNF512B	8.53581052634549e-32	5.52384227000717e-31
6191	P3H4	8.7205633011593e-32	5.63981503259336e-31
2852	EXTL3	8.81584025517882e-32	5.69781085869975e-31
3247	GALNT10	9.08608519665696e-32	5.8687456955931e-31
8247	SLC7A7	9.12092558108348e-32	5.88484412723797e-31
5729	NEB	9.12257857923353e-32	5.88484412723797e-31
6248	PARP10	9.14782380773757e-32	5.8942203367458e-31
2167	DCLRE1B	9.14870137788422e-32	5.8942203367458e-31
2509	E2F3	9.49686351218896e-32	6.11465775376572e-31
9297	TRIM28	9.73241373857527e-32	6.26235578510602e-31
4855	LRR1	1.00404621744374e-31	6.4564868331575e-31
7423	RGL4	1.03536628275931e-31	6.65368363519299e-31
3406	GM2A	1.06012144296285e-31	6.80846934296787e-31
4500	KIAA0556	1.1208831671325e-31	7.1941605421066e-31
8473	SPINDOC	1.13431444631478e-31	7.2757760796723e-31
9314	TRIM58	1.20150961872834e-31	7.70192649736825e-31
9737	VPS28	1.20509722674798e-31	7.72005924918591e-31
853	BLNK	1.20621703529697e-31	7.72236998116805e-31
6667	PMF1	1.21163156035671e-31	7.75215588899928e-31
3674	HASPIN	1.26038997228102e-31	8.05904914394396e-31
1678	CLDN11	1.38121287762487e-31	8.82605439954639e-31
9417	TTI1	1.45645505678437e-31	9.30101524963429e-31
1350	CD48	1.51905894132278e-31	9.69472183819114e-31
635	ATG9A	1.52231870373289e-31	9.70943459126941e-31
5970	NR2F1	1.6286195624523e-31	1.03809190531499e-30
8153	SLC16A5	1.66909340036568e-31	1.06322399260614e-30
3526	GPSM3	1.70038714668304e-31	1.08248050332957e-30
6371	PDK4	1.7389948811836e-31	1.10636616174363e-30
8207	SLC31A2	1.81569288822904e-31	1.15444023449713e-30
1964	CSE1L	1.85587733515885e-31	1.17925297505128e-30
6288	PCCA	1.86326983099421e-31	1.18321123537479e-30
8296	SMC3	1.87117281761129e-31	1.18748852611102e-30
9278	TREM2	1.95654770923046e-31	1.24089525224448e-30
977	C1QB	2.03134081465208e-31	1.28752835560471e-30
3916	HOXD10	2.03972836409768e-31	1.29203964184095e-30
7047	PTGDR	2.08330933555715e-31	1.31882426077305e-30
1514	CENPO	2.18685731924786e-31	1.38351365103909e-30
1366	CD81	2.25978129090697e-31	1.42876041469215e-30
9056	TLR2	2.28477467085579e-31	1.44366538674633e-30
393	AP3S2	2.40972769818847e-31	1.52167348688214e-30
8480	SPN	2.41239141671869e-31	1.52241053860293e-30
230	AIF1	2.58372072545894e-31	1.6295220669618e-30
5796	NFKB1	2.83141313103711e-31	1.78463232850313e-30
5626	NAP1L5	2.85675201552084e-31	1.79948843677359e-30
2267	DHX16	2.89582666818749e-31	1.82297306283857e-30
3590	GSK3B	3.09613263724502e-31	1.94786377975841e-30
3150	FOXS1	3.17256366032907e-31	1.99471508754806e-30
1721	CLTC	3.27281470213034e-31	2.05647584711377e-30
7633	RPRD2	3.28419347088372e-31	2.06235186291976e-30
2148	DBI	3.40849164372481e-31	2.13908608831663e-30
8629	STK35	3.66246331836891e-31	2.29705544622484e-30
7650	RPS27L	3.69159359208084e-31	2.31389905189392e-30
750	BAG6	3.75505203076627e-31	2.35222563478974e-30
5434	MSI1	3.8608556258013e-31	2.41701441730933e-30
23	ABCB4	3.87536738073797e-31	2.42460715647278e-30
4118	IL13RA1	3.98429283037068e-31	2.49122378385746e-30
4986	MAP2K4	4.02405842911968e-31	2.51454216212743e-30
10126	ZNF675	4.20609684652475e-31	2.62668036953323e-30
9947	ZBTB45	4.39728829325244e-31	2.7443934851078e-30
10092	ZNF451	4.61814920202109e-31	2.88046792349237e-30
2854	EYA2	4.70190591577321e-31	2.93091230889466e-30
627	ATG13	4.83717526587014e-31	3.01338542435376e-30
325	ANGPTL3	4.85950447226585e-31	3.02544302303308e-30
1495	CELF2	5.18951025377728e-31	3.22892280193739e-30
956	C11orf54	5.30523050437909e-31	3.29890647439172e-30
30	ABCC9	5.32408049541885e-31	3.30860542943775e-30
5481	MTOR	5.63790990205331e-31	3.50149312781369e-30
5966	NR2C2	6.03057971936177e-31	3.74308038346963e-30
3760	HIC2	6.05072364548253e-31	3.75329339301791e-30
4172	IL4R	6.62900794827341e-31	4.10950017414902e-30
9127	TNF	6.78030383056453e-31	4.20073269600079e-30
2373	DNM3	6.94847487315056e-31	4.30230279273041e-30
9330	TRIP4	7.42995123621833e-31	4.59762128503948e-30
4271	IRF7	7.61774959560525e-31	4.71096453714846e-30
2952	FASLG	7.978832959272e-31	4.93126778217947e-30
6333	PDCD5	8.13579382932509e-31	5.02522347454306e-30
1365	CD80	8.19726724707386e-31	5.06012134129141e-30
2879	FABP3	8.27823751744366e-31	5.10700486749268e-30
7608	RPL34	8.34352338393526e-31	5.14416141725899e-30
2800	ESRP1	8.43566737755993e-31	5.19782218242987e-30
6568	PKN1	8.60966029806848e-31	5.30182047289653e-30
689	ATP6V1F	8.67038707427101e-31	5.33598594716025e-30
6502	PIGM	9.01885811276112e-31	5.54708848737115e-30
7136	QDPR	9.05513915464917e-31	5.56603810394236e-30
6250	PARP12	9.22022586166994e-31	5.66409164799325e-30
165	ADM	9.27865473587356e-31	5.69642870080343e-30
898	BPTF	9.28406447059087e-31	5.69642870080343e-30
8159	SLC1A2	9.3361467049383e-31	5.724931912558e-30
2562	EFNA3	9.4006123163616e-31	5.76098970447871e-30
4979	MAP1LC3A	9.66705543501659e-31	5.92070770261432e-30
9748	VPS41	9.75822243997613e-31	5.97294806750163e-30
5235	MINDY3	9.91857680961256e-31	6.06744930151465e-30
9361	TSC1	9.97787296799872e-31	6.10005418890931e-30
7807	SCAF1	1.01606023738962e-30	6.20803651349224e-30
4750	LGI1	1.02431651657721e-30	6.25472504390154e-30
2438	DSCAML1	1.10783114597684e-30	6.76062762328876e-30
4444	KCNK9	1.11649890837109e-30	6.80943848612657e-30
1377	CDC123	1.14280547372193e-30	6.96570406481319e-30
7947	SEPT3	1.17114520794075e-30	7.13416778465944e-30
159	ADGRL2	1.26480297527972e-30	7.7000841816401e-30
3441	GNG4	1.31193655792096e-30	7.98225514577151e-30
6617	PLEKHA8	1.31313023868288e-30	7.9847423300185e-30
3280	GATAD2B	1.31775150511761e-30	8.00805618970216e-30
9756	VPS8	1.3488389592806e-30	8.19208282552928e-30
5812	NGF	1.38153728494221e-30	8.38566754159733e-30
1981	CSNK1D	1.39873366775111e-30	8.48498366251164e-30
2538	EDN1	1.42403273594753e-30	8.63330454278558e-30
1024	CA12	1.53152405669871e-30	9.27944861750804e-30
2393	DOCK8	1.55997523002017e-30	9.44620715178285e-30
5882	NOL11	1.64537027620558e-30	9.95737764416384e-30
3473	GP1BA	1.7115048830124e-30	1.03514501634275e-29
7455	RHOB	1.71924675056726e-30	1.0392095777493e-29
7013	PSMD10	1.78570333072962e-30	1.07873871636059e-29
6904	PRKAR2A	1.90577051863296e-30	1.15058774397941e-29
2629	EIF4EBP2	1.94855576346273e-30	1.17572110211781e-29
7771	SAA4	2.01282366938506e-30	1.21377920501803e-29
7352	RBP4	2.04718499203813e-30	1.23376853815189e-29
3905	HOXB4	2.10242832512704e-30	1.26631162531186e-29
6222	PAK4	2.20882807076751e-30	1.32960993869337e-29
3202	FZD8	2.24013560143778e-30	1.3476581592801e-29
2387	DOCK2	2.31909725352505e-30	1.39433666430912e-29
6613	PLEKHA2	2.34349903462043e-30	1.40817576368539e-29
2284	DIO2	2.41712403584359e-30	1.4515586078298e-29
6674	PMVK	2.52311405529586e-30	1.51431500203686e-29
3061	FGFR2	2.59992217607339e-30	1.55949341374968e-29
1363	CD79A	2.74698706565956e-30	1.64673538119945e-29
2939	FANCC	2.77726033713082e-30	1.66390279208668e-29
8292	SMARCE1	2.84845477605053e-30	1.7055521151714e-29
7052	PTGER4	2.89724979026738e-30	1.73374835978765e-29
4691	LAMTOR3	2.90559750301066e-30	1.73772154016034e-29
7772	SAAL1	3.22523370845997e-30	1.92774985406365e-29
9769	VWA8	3.27281783641303e-30	1.95504262183381e-29
2716	EPAS1	3.39640319828482e-30	2.02767662770842e-29
9211	TOR1A	3.72094415982125e-30	2.22012697582766e-29
2568	EFS	3.82367817716608e-30	2.28008664104986e-29
9608	UQCRB	4.11596526439776e-30	2.45294168920436e-29
7762	S100A8	4.20634062070407e-30	2.5053339071676e-29
7212	RAC2	4.23603980361788e-30	2.52154668942099e-29
5119	MDC1	4.57630939869241e-30	2.72250266157298e-29
4208	INPP1	4.62197026311974e-30	2.74805981804308e-29
8127	SKA2	4.81832282133912e-30	2.86313072789036e-29
7070	PTP4A1	4.96814705631407e-30	2.95043549351331e-29
3631	GUCY1A1	5.07587908610124e-30	3.01265565594562e-29
923	BRWD3	5.50057350970106e-30	3.26281832735795e-29
8111	SIRPB1	5.63943631792118e-30	3.34323925770467e-29
5443	MSX1	5.7711368001348e-30	3.41932292765121e-29
3711	HDAC9	6.03493206679553e-30	3.57353689845815e-29
9238	TPMT	6.057407748534e-30	3.5847591056333e-29
5239	MIP	6.69563823346633e-30	3.96015859006122e-29
1888	CPNE1	6.80623927674463e-30	4.02323487288339e-29
3360	GIPC1	6.85120143968239e-30	4.04746064145697e-29
4869	LRRK2	7.03015471297188e-30	4.15076981399088e-29
5180	MEP1B	7.3831960771855e-30	4.35668524902599e-29
7976	SERPING1	7.45057476917628e-30	4.39389548561335e-29
5646	NCALD	7.58376737988911e-30	4.46985316081181e-29
6911	PRKCH	7.70935261433124e-30	4.54124169922361e-29
4713	LCMT1	8.27393684510334e-30	4.86909601325173e-29
6894	PRKAB1	8.27550084233977e-30	4.86909601325173e-29
8841	TBCC	8.71937671711273e-30	5.1272959157912e-29
7532	RNF20	8.83576416618274e-30	5.19273419194552e-29
8393	SOCS6	9.15678480974724e-30	5.37828936891216e-29
9089	TMEM132A	9.60716581592215e-30	5.63956710013711e-29
8566	SSRP1	1.00763397698722e-29	5.91156888575031e-29
5416	MRPS6	1.02384530528127e-29	6.00321515309879e-29
467	ARFGEF2	1.09193474311177e-29	6.39876275442166e-29
6885	PRF1	1.14175015206363e-29	6.68683033790635e-29
8924	TET2	1.24889707180348e-29	7.31014379255282e-29
9893	XPOT	1.2576625355874e-29	7.35721735165649e-29
9696	VAV1	1.25892409399964e-29	7.3603648323324e-29
9472	TYMSOS	1.2625911781361e-29	7.37756464972918e-29
567	ASAP1	1.28969636596072e-29	7.53161947813914e-29
3520	GPRC5C	1.30798080585794e-29	7.6340153402139e-29
8630	STK36	1.41310684390249e-29	8.2428531668693e-29
10032	ZNF143	1.4168085605774e-29	8.25970973452944e-29
9469	TXNRD1	1.49058289836728e-29	8.68482235113995e-29
2240	DES	1.6200069668621e-29	9.43350364847633e-29
768	BATF3	1.64013598121662e-29	9.54525362523839e-29
4992	MAP3K11	1.66551211901264e-29	9.6873955327133e-29
4274	IRS1	1.68999098866376e-29	9.82415904438655e-29
5775	NEXN	1.69527205541768e-29	9.84923050814622e-29
6748	PON1	1.72702090359893e-29	1.00279587056575e-28
4229	INTS3	1.76484539523144e-29	1.02417411327378e-28
7248	RALGAPB	1.81777107884949e-29	1.05428649858243e-28
9201	TOMM40	1.89995968983134e-29	1.10132706123386e-28
1337	CD33	1.90159541514144e-29	1.10164750331628e-28
5802	NFKBIZ	1.94066431533354e-29	1.1236413249794e-28
2634	EIF5	2.01937593160683e-29	1.16855013380184e-28
775	BBS10	2.15029580501188e-29	1.24360200252336e-28
9034	TIPIN	2.56082554510177e-29	1.48018626535911e-28
8424	SOX7	2.64138831054841e-29	1.5258854788875e-28
5621	NAMPT	2.75327764859553e-29	1.58961938247232e-28
5852	NLN	2.78535740499621e-29	1.60704836355478e-28
2396	DOK2	2.78662470589858e-29	1.60704836355478e-28
4893	LTBP1	2.87341974925719e-29	1.65616425547838e-28
3381	GLG1	2.87987900310478e-29	1.65894728757559e-28
3070	FHL2	2.99086916701075e-29	1.72190786847767e-28
7252	RALY	3.00045327439362e-29	1.72644859504561e-28
6913	PRKCQ	3.03484379383735e-29	1.74524962773925e-28
1681	CLDN2	3.0443174758189e-29	1.74970856957659e-28
7928	SEMA4D	3.30104470164904e-29	1.89619016091901e-28
2448	DSTYK	3.34323446710322e-29	1.91934109671789e-28
3802	HIST1H2BO	3.37768975394169e-29	1.93802808047653e-28
6900	PRKAG2	3.38332458570201e-29	1.94016691151897e-28
1851	COPS7B	3.48860730424611e-29	1.99941420316032e-28
5275	MMP12	3.60298125710223e-29	2.06380227074893e-28
3934	HPX	3.6451060219115e-29	2.08675653128338e-28
917	BRPF1	3.66153919575049e-29	2.09498527774858e-28
9530	UBL7	3.87536837593484e-29	2.21608333268045e-28
9553	UCHL3	3.93862844285125e-29	2.25099253646774e-28
1703	CLINT1	4.40799318879908e-29	2.5178278893685e-28
10169	ZWILCH	4.48350570731822e-29	2.55952320766264e-28
8469	SPI1	4.58731407063309e-29	2.61731609874091e-28
596	ASGR1	4.67507580147312e-29	2.66589384127724e-28
524	ARIH2	4.74085561309497e-29	2.70188930823614e-28
8730	SYNE2	4.79479008556924e-29	2.73109739868398e-28
7402	REXO4	4.94115964703919e-29	2.81289407326971e-28
8077	SHMT1	5.08061541391066e-29	2.89066558197501e-28
2767	ERCC2	5.39877049331813e-29	3.06996602730717e-28
4624	KPNB1	5.43877214566757e-29	3.09098486245118e-28
4875	LSM11	5.70529376993086e-29	3.24064508774465e-28
8344	SNRK	5.95064485181229e-29	3.37811998200259e-28
2820	EVA1A	5.95537921207559e-29	3.37892207052119e-28
5673	NCOA7	6.0062464252764e-29	3.40588321540339e-28
8170	SLC22A5	6.31202935251012e-29	3.5772854932081e-28
2230	DEFB1	6.47720344940255e-29	3.66885248835034e-28
5739	NEDD1	6.89484641679861e-29	3.90324277117931e-28
6755	PORCN	7.22873997122506e-29	4.08998730407522e-28
5980	NR6A1	7.32820685252547e-29	4.14396043972994e-28
2830	EXOC2	7.78137048552745e-29	4.39777121940393e-28
7451	RHEBL1	8.05823801188401e-29	4.55171878372549e-28
7081	PTPN22	8.06412792893072e-29	4.55251794789191e-28
8358	SNRPE	8.18178315991471e-29	4.61637715395521e-28
2194	DDR2	8.69587335682282e-29	4.90372060193784e-28
5663	NCKAP1L	8.78126267073096e-29	4.94912937115491e-28
8274	SMAD2	8.99408901648662e-29	5.06627173669537e-28
2725	EPG5	9.034198207992e-29	5.08604860929179e-28
5134	MED1	9.09965332748244e-29	5.12006489493799e-28
6886	PRG2	9.11163271344774e-29	5.12397123238827e-28
5809	NFYC	9.38681475954637e-29	5.27580478170526e-28
2348	DNAJB11	1.00841076754972e-28	5.6645846152862e-28
8677	STXBP6	1.01252565459003e-28	5.68456042171326e-28
9751	VPS51	1.02473007935912e-28	5.74990573487057e-28
3154	FRAT1	1.03139680896246e-28	5.78412333934681e-28
304	AMIGO3	1.06826122226015e-28	5.98756000774244e-28
8989	THEM6	1.07383365746727e-28	6.01547896333399e-28
2462	DUS4L	1.09055069167539e-28	6.10576344876928e-28
3303	GCN1	1.10861661733505e-28	6.20349661614384e-28
7241	RAI14	1.12406500602431e-28	6.28648340092651e-28
390	AP3M1	1.18351830620901e-28	6.61534710388145e-28
4343	JAK2	1.21301229593639e-28	6.77648220019816e-28
1769	CNRIP1	1.25129815656479e-28	6.98652916944764e-28
3947	HSD11B1	1.29091923114866e-28	7.20379667497275e-28
9082	TMED9	1.29474700104853e-28	7.22119585617694e-28
8121	SIX2	1.36346958004138e-28	7.60031563712927e-28
2763	ERBIN	1.43158697451532e-28	7.97564857160148e-28
7299	RASL11B	1.4510671996756e-28	8.07975184581275e-28
8430	SP2	1.49155966002981e-28	8.30067637936724e-28
5131	MECOM	1.61233954598203e-28	8.96792247199297e-28
3570	GRK6	1.68377122365145e-28	9.36011183508533e-28
3110	FMOD	1.80794115368736e-28	1.00448855032559e-27
4581	KLHL21	1.90092725309346e-28	1.05557494245195e-27
4680	LAMA3	1.92399532963319e-28	1.06780166330379e-27
1015	C8B	1.93125633183949e-28	1.07124703728479e-27
6935	PRND	1.94155720570321e-28	1.07637392117813e-27
7213	RAC3	1.99084615282307e-28	1.10309792552664e-27
1809	COL4A4	2.03319776539658e-28	1.12595105429393e-27
3159	FRMD6	2.0725738671447e-28	1.14713242385544e-27
8279	SMAD7	2.16163460000134e-28	1.19577535540041e-27
1106	CAND2	2.1786438768525e-28	1.20452957387068e-27
8919	TERT	2.20919153096089e-28	1.22075532017736e-27
880	BNC1	2.21477344992071e-28	1.22317536949204e-27
7297	RASGRP4	2.22312319555071e-28	1.22712057885715e-27
3467	GORAB	2.23313409918917e-28	1.23197793877719e-27
2114	CYP4F2	2.39024505555406e-28	1.31793837128192e-27
5059	MAST2	2.46853353826797e-28	1.36036791358614e-27
319	ANAPC5	2.47566117745557e-28	1.36355718236359e-27
2640	ELAVL1	2.49825120467898e-28	1.37525484335494e-27
7791	SAP30L	2.52009820037947e-28	1.3865310433997e-27
3523	GPS1	2.5403786853308e-28	1.39693364139839e-27
203	AGO2	2.5473276357694e-28	1.39999805719515e-27
9321	TRIM71	2.55978171634906e-28	1.40608312097295e-27
4731	LEMD2	2.58711734161925e-28	1.42033160908217e-27
1905	CPXM2	2.61943767888404e-28	1.43729986554948e-27
2333	DNAAF5	2.67989154024308e-28	1.4696785250077e-27
10076	ZNF384	2.75004857756542e-28	1.50734074243389e-27
9603	UPK3A	2.75536773785659e-28	1.50944297238638e-27
5422	MS4A1	2.77492058387466e-28	1.51933622711286e-27
5835	NKD2	2.83292218136171e-28	1.550259136686e-27
2506	DZIP3	2.85850168937116e-28	1.5634160046222e-27
1894	CPNE8	3.01333420588614e-28	1.64721380314238e-27
9093	TMEM173	3.08342074978188e-28	1.68462079954517e-27
1548	CETN2	3.12050619272211e-28	1.70396723019656e-27
598	ASH1L	3.15558199446881e-28	1.72219611747485e-27
1832	COMMD6	3.29640361195873e-28	1.79808653857674e-27
4530	KIF2A	3.64338975993055e-28	1.98629174854092e-27
7098	PTPRJ	3.74929721967546e-28	2.04293522312579e-27
8183	SLC25A20	3.75462324748618e-28	2.04474209296986e-27
8993	THOC2	3.77614010540613e-28	2.05535972671463e-27
9200	TOMM34	3.8001779469124e-28	2.06677698478591e-27
7303	RASSF4	3.80117933602127e-28	2.06677698478591e-27
1975	CSMD2	3.86571101168989e-28	2.10074135266673e-27
9111	TMEM9	4.11156354279386e-28	2.23315194451905e-27
8911	TENM3	4.31261052309995e-28	2.34107388619261e-27
9604	UPP1	4.3148663487773e-28	2.34107388619261e-27
7470	RIBC2	4.61606961978112e-28	2.5031597143941e-27
6544	PITPNA	4.64302256271312e-28	2.51643412522539e-27
7533	RNF216	4.74147696116158e-28	2.56842625803497e-27
6537	PIP5K1A	4.75439426997656e-28	2.57405284238805e-27
10130	ZNF691	4.78705106328597e-28	2.59035481206427e-27
3661	HACE1	4.87872669553263e-28	2.63855856850895e-27
1974	CSMD1	4.92698979979242e-28	2.66324480516941e-27
7054	PTGES2	4.94550500714357e-28	2.67183337427889e-27
3785	HIST1H2AG	5.11551335095521e-28	2.76221429507789e-27
762	BARD1	5.23347653485085e-28	2.82441150074471e-27
6923	PRKRIP1	5.28135225369373e-28	2.84873788318273e-27
1341	CD3E	5.29981740141245e-28	2.85718295837673e-27
7142	QRICH2	5.41876408165787e-28	2.9191603007599e-27
8907	TEF	5.42051883233604e-28	2.9191603007599e-27
2875	FAAH	5.46741145298002e-28	2.94285591064369e-27
392	AP3S1	5.52294981994717e-28	2.97117760541103e-27
4325	ITPK1	5.5965751274082e-28	3.00919443822007e-27
3216	GABBR1	5.71629493292797e-28	3.07194233241819e-27
6082	NUPR1	5.7863867188721e-28	3.10796790343643e-27
2151	DBP	5.89228089491548e-28	3.16317538490634e-27
8700	SUPT7L	6.00410686168892e-28	3.22150733670683e-27
1525	CEP162	6.15051452918384e-28	3.2983228416124e-27
2319	DLX5	6.19889543839947e-28	3.32251650657733e-27
201	AGL	6.32207231492063e-28	3.3867531153074e-27
7781	SAMD3	6.48166045561252e-28	3.47041746394453e-27
1255	CCL22	6.66843151330137e-28	3.5685404410739e-27
6958	PRPS1	6.82704237016143e-28	3.65149852952956e-27
3787	HIST1H2AJ	6.8386495214739e-28	3.65578463383888e-27
4215	INPPL1	7.30440182819178e-28	3.90271427511528e-27
6703	POLDIP3	7.46792007741297e-28	3.98798692637911e-27
714	AURKC	7.47350590397694e-28	3.98887594759483e-27
4	AAAS	8.33438275713248e-28	4.44602390080277e-27
9841	WNK4	8.56423667192302e-28	4.56624631359921e-27
4266	IRF2BPL	8.85626806130195e-28	4.71947695063514e-27
6577	PLA1A	9.03384337518395e-28	4.81158579349457e-27
6581	PLA2G1B	9.10244229586641e-28	4.84558584384348e-27
5972	NR2F6	9.1281326410954e-28	4.85672036390499e-27
4761	LHX4	9.19006180088075e-28	4.88711441193726e-27
8356	SNRPD2	9.24970593120212e-28	4.91626219634896e-27
2873	F9	9.420467363633e-28	5.00440806737538e-27
607	ASPH	9.47559930874018e-28	5.03106846387338e-27
1716	CLPX	1.00690056307836e-27	5.34334868450503e-27
3009	FCHO1	1.01147333291682e-27	5.36481658798896e-27
7852	SCNN1A	1.03179733880252e-27	5.46976254697136e-27
4533	KIF3A	1.03845281765341e-27	5.50217735103551e-27
7563	ROPN1B	1.06186893778166e-27	5.62331738888749e-27
7794	SARAF	1.1297365638977e-27	5.97960981505269e-27
8016	SGCB	1.2345247936226e-27	6.53084801119227e-27
7591	RPL13	1.25113485782019e-27	6.61527801902537e-27
1637	CHST9	1.271522765333e-27	6.71958498271825e-27
8049	SH3BP5	1.28442018148441e-27	6.78421936980316e-27
8788	TAF1A	1.35667631297714e-27	7.16215263721662e-27
7770	S1PR5	1.36261440013146e-27	7.18976986127455e-27
7438	RGS2	1.42051079051808e-27	7.49137183615369e-27
3936	HRAS	1.4402188402376e-27	7.59137112007102e-27
5505	MVD	1.74827012321145e-27	9.21033245128435e-27
1317	CD180	1.77925913248438e-27	9.36873869294181e-27
6262	PATZ1	1.78078712648594e-27	9.37193349081299e-27
2839	EXOSC1	1.78499803269479e-27	9.38923732502797e-27
4913	LY9	1.79623023445925e-27	9.44343678302528e-27
1118	CAPN3	1.80274731598879e-27	9.47280394914976e-27
2606	EIF2B5	1.88983720656306e-27	9.92530402806713e-27
8626	STK25	1.89459529517678e-27	9.94515889465086e-27
5211	MGAT4B	1.90281630022888e-27	9.98316153802391e-27
8009	SFR1	2.04862160008632e-27	1.07425915142671e-26
67	ACD	2.05272296845387e-27	1.07585526831948e-26
