Gene1	Gene2
71584	WNK2	ABL1
71585	WNK4	CLDN4
71586	WNK4	SLC12A3
71587	WNK4	CLDN2
71588	WNK4	STK39
71589	WNK4	CLDN1
71590	WNK4	BCL6
71591	WNK4	CLDN3
71592	WNT1	SFRP2
71593	WNT1	RYK
71594	WNT1	AXIN1
71595	WNT1	SFRP1
71596	WNT1	LRP5
71597	WNT1	GSK3B
71598	WNT1	FZD8
71599	WNT1	FZD1
71600	WNT1	DVL3
71601	WNT1	LRP6
71602	WNT1	DVL1
71603	WNT1	DVL2
71604	WNT10A	FZD5
71605	WNT10A	FZD8
71606	WNT10A	FZD7
71607	WNT10A	FZD6
71608	WNT10A	FZD2
71609	WNT10A	FZD3
71610	WNT10A	FZD10
71611	WNT10A	FZD4
71612	WNT10A	FZD1
71613	WNT10B	FZD8
71614	WNT10B	FZD6
71615	WNT10B	FZD5
71616	WNT10B	FZD1
71617	WNT10B	FZD2
71618	WNT10B	FZD4
71619	WNT10B	FZD10
71620	WNT10B	FZD7
71621	WNT10B	FZD3
71622	WNT11	DVL1
71623	WNT11	FZD10
71624	WNT11	DVL2
71625	WNT11	FZD8
71626	WNT11	FZD7
71627	WNT11	FZD6
71628	WNT11	DVL3
71629	WNT11	FZD2
71630	WNT11	FZD5
71631	WNT11	FZD4
71632	WNT11	FZD1
71633	WNT11	FZD3
71634	WNT16	FZD4
71635	WNT16	FZD3
71636	WNT16	FZD2
71637	WNT16	BCL6
71638	WNT16	FZD8
71639	WNT16	FZD5
71640	WNT16	FZD1
71641	WNT16	FZD6
71642	WNT16	FZD7
71643	WNT2	SFRP1
71644	WNT2	FZD8
71645	WNT2	LRP6
71646	WNT2	FZD1
71647	WNT2B	FZD2
71648	WNT2B	FZD6
71649	WNT2B	FZD5
71650	WNT2B	FZD8
71651	WNT2B	FZD10
71652	WNT2B	WLS
71653	WNT2B	FZD4
71654	WNT2B	FZD3
71655	WNT2B	BRCA1
71656	WNT2B	FZD7
71657	WNT2B	FZD1
71658	WNT3	LRP6
71659	WNT3	FZD8
71660	WNT3	FZD4
71661	WNT3	FZD5
71662	WNT3	FZD7
71663	WNT3	FZD2
71664	WNT3	RYK
71665	WNT3	FZD1
71666	WNT3	FZD6
71667	WNT3	FZD3
71668	WNT3A	GSK3A
71669	WNT3A	DVL3
71670	WNT3A	CTNNB1
71671	WNT3A	GPC3
71672	WNT3A	FZD1
71673	WNT3A	FZD8
71674	WNT3A	DLG4
71675	WNT3A	DVL1
71676	WNT3A	DVL2
71677	WNT3A	RYK
71678	WNT3A	FZD7
71679	WNT3A	WNT1
71680	WNT3A	LRP5
71681	WNT3A	FZD5
71682	WNT3A	LRP6
71683	WNT3A	SFRP1
71684	WNT3A	SFRP2
71685	WNT3A	PORCN
71686	WNT3A	FZD6
71687	WNT3A	DLG1
71688	WNT3A	DLG2
71689	WNT3A	WNT2
71690	WNT3A	LRP1
71691	WNT3A	FZD3
71692	WNT3A	AXIN1
71693	WNT3A	GSK3B
71694	WNT3A	DKK1
71695	WNT4	DVL1
71696	WNT4	PORCN
71697	WNT4	DVL2
71698	WNT4	FZD2
71699	WNT4	FZD10
71700	WNT4	DVL3
71701	WNT4	FZD1
71702	WNT4	SFRP2
71703	WNT4	FZD6
71704	WNT4	FZD8
71705	WNT4	SFRP1
71706	WNT4	FZD5
71707	WNT4	FZD7
71708	WNT4	FZD4
71709	WNT4	FZD3
71710	WNT5A	ROR2
71711	WNT5A	DNAJC6
71712	WNT5A	DVL3
71713	WNT5A	GAK
71714	WNT5A	FZD3
71715	WNT5A	FZD8
71716	WNT5A	CLTC
71717	WNT5A	RYK
71718	WNT5A	DNM1
71719	WNT5A	FZD7
71720	WNT5A	FZD1
71721	WNT5A	VANGL2
71722	WNT5A	DVL1
71723	WNT5A	DNM3
71724	WNT5A	FZD6
71725	WNT5A	LRP6
71726	WNT5A	FZD10
71727	WNT5A	FZD2
71728	WNT5A	DVL2
71729	WNT5A	FZD4
71730	WNT5A	CLTCL1
71731	WNT5A	DNM2
71732	WNT5A	FZD5
71733	WNT5A	LRP5
71734	WNT5B	DVL1
71735	WNT5B	FZD1
71736	WNT5B	FZD7
71737	WNT5B	DVL2
71738	WNT5B	PORCN
71739	WNT5B	FZD6
71740	WNT5B	FZD3
71741	WNT5B	DVL3
71742	WNT5B	APPBP2
71743	WNT6	FZD5
71744	WNT6	PORCN
71745	WNT6	FZD8
71746	WNT6	FZD7
71747	WNT6	FZD1
71748	WNT6	FZD2
71749	WNT6	FZD6
71750	WNT6	FZD10
71751	WNT6	FZD4
71752	WNT6	FZD3
71753	WNT7A	FZD5
71754	WNT7A	FZD9
71755	WNT7A	FZD8
71756	WNT7A	FZD6
71757	WNT7A	FZD2
71758	WNT7A	STRN4
71759	WNT7A	LRP6
71760	WNT7A	FZD7
71761	WNT7A	FZD1
71762	WNT7A	FZD3
71763	WNT7B	FZD5
71764	WNT7B	FZD1
71765	WNT7B	FZD3
71766	WNT7B	LRP5
71767	WNT7B	FZD4
71768	WNT7B	GPC3
71769	WNT7B	FZD10
71770	WNT7B	FZD6
71771	WNT7B	FZD7
71772	WNT7B	FZD2
71773	WNT7B	PORCN
71774	WNT7B	FZD8
71775	WNT8A	FZD10
71776	WNT8A	FZD7
71777	WNT8A	AXIN1
71778	WNT8A	DVL3
71779	WNT8A	FZD6
71780	WNT8A	FZD5
71781	WNT8A	FZD1
71782	WNT8A	FZD4
71783	WNT8A	LRP5
71784	WNT8A	DVL1
71785	WNT8A	FZD3
71786	WNT8A	DVL2
71787	WNT8A	FZD8
71788	WNT8A	LRP6
71789	WNT8A	FZD2
71790	WNT8A	GSK3B
71791	WNT8B	LRP5
71792	WNT8B	FZD1
71793	WNT8B	FZD3
71794	WNT8B	DVL3
71795	WNT8B	FZD10
71796	WNT8B	FZD5
71797	WNT8B	DVL1
71798	WNT8B	FZD6
71799	WNT8B	DVL2
71800	WNT8B	FZD2
71801	WNT8B	FZD7
71802	WNT8B	GSK3B
71803	WNT8B	LRP6
71804	WNT8B	AXIN1
71805	WNT8B	FZD8
71806	WNT8B	FZD4
71807	WNT9A	FZD3
71808	WNT9A	FZD5
71809	WNT9A	FZD4
71810	WNT9A	FZD8
71811	WNT9A	FZD2
71812	WNT9A	FZD7
71813	WNT9A	FZD10
71814	WNT9A	FZD1
71815	WNT9A	FZD6
71816	WNT9B	FZD4
71817	WNT9B	FZD3
71818	WNT9B	FZD6
71819	WNT9B	FZD1
71820	WNT9B	FZD2
71821	WNT9B	FZD8
71822	WNT9B	FZD10
71823	WNT9B	FZD5
71824	WNT9B	FZD7
71825	WRAP73	PFDN2
71826	WRAP73	MARS
71827	WRAP73	MSH2
71828	WRAP73	STIP1
71829	WRAP73	MYO1C
71830	WRAP73	PPL
71831	WRAP73	VCP
71832	WRAP73	PHYH
71833	WRAP73	GPS1
71834	WRAP73	CDK2
71835	WRAP73	CEP135
71836	WRAP73	GEMIN4
71837	WRAP73	GET4
71838	WRAP73	COPS2
71839	WRAP73	COPS3
71840	WRAP73	BAG6
71841	WRAP73	TRIM28
71842	WRAP73	COPS4
71843	WRAP73	MCM3
71844	WRAP73	PSMB1
71845	WRAP73	PSMD2
71846	WRAP73	SMC3
71847	WRAP73	OGT
71848	WRAP73	LRPPRC
71849	WRN	BLM
71850	WRN	BRCA2
71851	WRN	ATR
71852	WRN	CDKN2A
71853	WRN	RAD51
71854	WRN	SUMO1
71855	WRN	PCNA
71856	WRN	BARD1
71857	WRNIP1	WRN
71858	WRNIP1	POLD2
71859	WRNIP1	POLD1
71860	WSB1	CFTR
71861	WSB1	SMAD1
71862	WSB1	TGFBR1
71863	WSB1	HIPK2
71864	WSB1	DIO2
71865	WSB2	EZH2
71866	WSB2	RPN1
71867	WT1	UBE2I
71868	WT1	CREBBP
71869	WT1	U2AF2
71870	WT1	PRKACA
71871	WT1	TP73
71872	WT1	FHL2
71873	WT1	PAWR
71874	WTAP	CPNE1
71875	WTAP	MAGEA11
71876	WTAP	WT1
71877	WTAP	METTL3
71878	WTIP	WT1
71879	WTIP	CD2AP
71880	WWC1	FEZ1
71881	WWC1	LRIF1
71882	WWC1	FAM219A
71883	WWC1	DDN
71884	WWC1	LATS1
71885	WWC1	AIFM1
71886	WWC1	KIAA0513
71887	WWC2	RUVBL1
71888	WWOX	TNK2
71889	WWOX	SMAD1
71890	WWOX	CPSF6
71891	WWOX	EZR
71892	WWOX	MAPK8
71893	WWOX	TGFBR1
71894	WWP1	UBE2D4
71895	WWP1	EWSR1
71896	WWP1	DAZAP2
71897	WWP1	CPSF6
71898	WWP1	LAPTM5
71899	WWP1	UBE2D1
71900	WWP1	SMAD7
71901	WWP1	TGFBR1
71902	WWP1	UBE2B
71903	WWP1	UBE2E2
71904	WWP1	UBA7
71905	WWP1	DAG1
71906	WWP1	UBE2L3
71907	WWP1	UBE2K
71908	WWP1	SMAD5
71909	WWP1	UBC
71910	WWP1	UBE2L6
71911	WWP1	UBE2N
71912	WWP1	IL2RG
71913	WWP1	RNF11
71914	WWP1	UBE2D3
71915	WWP1	RASA1
71916	WWP1	CDC34
71917	WWP1	NFE2
71918	WWP1	UBE2A
71919	WWP1	UBE2D2
71920	WWP1	IL6R
71921	WWP1	UBE2E1
71922	WWP1	TFAP2A
71923	WWP1	UBA52
71924	WWP1	RPS27A
71925	WWP1	TP53BP2
71926	WWP1	ATN1
71927	WWP1	UBE2G1
71928	WWP2	TGFBR1
71929	WWP2	RNF11
71930	WWP2	SMAD7
71931	WWP2	DAG1
71932	WWP2	USP7
71933	WWP2	EWSR1
71934	WWP2	SMAD2
71935	WWP2	ATN1
71936	WWP2	UBA52
71937	WWP2	CPSF6
71938	WWP2	UBC
71939	WWP2	SMAD3
71940	WWP2	IL2RG
71941	WWP2	RASA1
71942	WWP2	SCNN1B
71943	WWP2	TP53BP2
71944	WWP2	VASP
71945	WWP2	SMAD1
71946	WWP2	PDLIM7
71947	WWP2	TFAP2A
71948	WWP2	IL6R
71949	WWP2	SCNN1A
71950	WWP2	RPS27A
71951	WWP2	SF1
71952	WWP2	SCNN1G
71953	WWTR1	TEAD3
71954	WWTR1	SMAD2
71955	WWTR1	TEAD4
71956	WWTR1	PAX3
71957	WWTR1	NKX2-1
71958	WWTR1	SMAD4
71959	WWTR1	SMAD3
71960	WWTR1	SLC9A3R2
71961	WWTR1	RUNX1
71962	XAB2	CUL4B
71963	XAB2	CUL4A
71964	XAB2	PPIE
71965	XAB2	EP300
71966	XAB2	SMAD9
71967	XAB2	CCNH
71968	XAB2	SNRPN
71969	XAB2	ERCC1
71970	XAB2	SNRPD2
71971	XAB2	HNRNPM
71972	XAB2	DDB1
71973	XAB2	HNRNPA1
71974	XAB2	SF3B2
71975	XAB2	SF3A3
71976	XAB2	SRSF6
71977	XAB2	LSM6
71978	XAB2	CDC5L
71979	XAB2	PRPF4
71980	XAB2	ERCC3
71981	XAB2	SNW1
71982	XAB2	SNRPE
71983	XAB2	HNRNPC
71984	XAB2	SRSF1
71985	XAB2	SNRPD3
71986	XAB2	DHX9
71987	XAB2	SRRT
71988	XAB2	HNRNPD
71989	XAB2	ERCC6
71990	XAB2	XPA
71991	XAB2	SNRPB2
71992	XAB2	POLR2E
71993	XAB2	GTF2F1
71994	XAB2	LSM5
71995	XAB2	SNRPF
71996	XAF1	XIAP
71997	XBP1	FOS
71998	XBP1	ESR1
71999	XCL1	VCAN
72000	XCR1	XCL1
72001	XIAP	CHUK
72002	XIAP	BIRC2
72003	XIAP	IKBKB
72004	XIAP	MAP3K7
72005	XIAP	COMMD1
72006	XIAP	AKT2
72007	XIAP	AKT1
72008	XIAP	BIRC3
72009	XIRP1	ACTA1
72010	XK	KEL
72011	XK	PRKCA
72012	XK	CSNK2A2
72013	XK	CSNK2A1
72014	XPA	ERCC6
72015	XPA	PCNA
72016	XPA	PRKDC
72017	XPA	RPA1
72018	XPA	RAD23A
72019	XPA	ERCC1
72020	XPA	RFC5
72021	XPA	RPS27A
72022	XPA	ATM
72023	XPA	RPA2
72024	XPA	EP300
72025	XPA	UBC
72026	XPA	ATR
72027	XPA	UBA52
72028	XPA	ERCC3
72029	XPC	RAD23A
72030	XPC	SMAD1
72031	XPC	UBC
72032	XPC	RPS27A
72033	XPC	ERCC1
72034	XPC	XPA
72035	XPC	ERCC3
72036	XPC	MSH6
72037	XPC	XRCC5
72038	XPC	UBA52
72039	XPC	MSH2
72040	XPC	DDB1
72041	XPNPEP1	POLA2
72042	XPNPEP1	MAPK9
72043	XPNPEP3	CFTR
72044	XPNPEP3	TNFRSF1B
72045	XPO1	RANBP3
72046	XPO1	SMARCB1
72047	XPO1	PPP1CC
72048	XPO1	ORC1
72049	XPO1	CDKN1B
72050	XPO1	HDAC3
72051	XPO1	MYC
72052	XPO1	IRF5
72053	XPO1	NPM1
72054	XPO1	CDC20
72055	XPO1	SMURF1
72056	XPO1	PPP2R1B
72057	XPO1	SMAD1
72058	XPO1	PPP2R5B
72059	XPO1	NUP133
72060	XPO1	RAD21
72061	XPO1	IKBKG
72062	XPO1	RANBP2
72063	XPO1	RAN
72064	XPO1	STAG1
72065	XPO1	RANGAP1
72066	XPO1	NUP107
72067	XPO1	NF2
72068	XPO1	CRK
72069	XPO1	CDC42
72070	XPO1	PPP2R1A
72071	XPO1	CFTR
72072	XPO1	TOP2B
72073	XPO1	PHB
72074	XPO1	APC
72075	XPO1	CIITA
72076	XPO1	DDX3X
72077	XPO1	AHR
72078	XPO1	BUB1
72079	XPO1	SMC1A
72080	XPO1	STAT1
72081	XPO1	SEC13
72082	XPO1	FOXO4
72083	XPO1	TOP2A
72084	XPO1	TERT
72085	XPO1	TNFRSF1B
72086	XPO1	NXT1
72087	XPO1	RPS6KB1
72088	XPO1	NUP62
72089	XPO1	ABL1
72090	XPO1	PPP2R5E
72091	XPO4	BRF2
72092	XPO4	PHLDA3
72093	XPO4	RAN
72094	XPO5	NUP214
72095	XPO5	EEF1A1
72096	XPO5	RAN
72097	XPO5	TNFRSF1B
72098	XPO5	GSTK1
72099	XPO5	MYC
72100	XPO5	SMAD4
72101	XPO5	PHLDA3
72102	XPO5	ILF3
72103	XPO5	CCNA1
72104	XPO5	IKBKE
72105	XPO5	IKBKG
72106	XPO5	NUP153
72107	XPO5	NEK6
72108	XPO5	PTP4A3
72109	XPO5	FADD
72110	XPO5	SERINC3
72111	XPO6	EGFR
72112	XPO6	RAN
72113	XPO6	GSK3B
72114	XPO7	RAN
72115	XPO7	NUP153
72116	XPO7	TSC22D1
72117	XPO7	IKBKG
72118	XPO7	DDX19B
72119	XPO7	XPOT
72120	XPO7	MAPK9
72121	XPOT	RANBP2
72122	XPOT	MYC
72123	XPOT	MAP3K3
72124	XPOT	RAN
72125	XPOT	EGFR
72126	XPOT	TNFRSF1B
72127	XRCC1	CSNK2A1
72128	XRCC1	APTX
72129	XRCC1	PCNA
72130	XRCC1	NBN
72131	XRCC1	PARP1
72132	XRCC1	BRCA1
72133	XRCC1	CSNK2A2
72134	XRCC2	RAD51C
72135	XRCC2	RAD51D
72136	XRCC2	RAD51B
72137	XRCC2	BLM
72138	XRCC2	RAD51
72139	XRCC3	BRIP1
72140	XRCC3	NBN
72141	XRCC3	WRN
72142	XRCC3	FANCG
72143	XRCC3	BRCA2
72144	XRCC3	RAD51D
72145	XRCC3	RAD51B
72146	XRCC3	RAD51
72147	XRCC3	ATM
72148	XRCC3	RAD51C
72149	XRCC3	EXO1
72150	XRCC3	XRCC2
72151	XRCC3	BLM
72152	XRCC4	CSNK2A1
72153	XRCC4	PRKDC
72154	XRCC4	VIM
72155	XRCC4	XRCC5
72156	XRCC4	CHD3
72157	XRCC4	APTX
72158	XRCC4	LIG4
72159	XRCC5	TCF7L2
72160	XRCC5	MSH6
72161	XRCC5	WRN
72162	XRCC5	CD40
72163	XRCC5	PCNA
72164	XRCC5	MYC
72165	XRCC5	ATR
72166	XRCC5	MSH2
72167	XRN1	EXOSC1
72168	XRN1	EXOSC3
72169	XRN1	DXO
72170	XRN1	EXOSC9
72171	XRN1	CCT5
72172	XRN1	SKIV2L
72173	XRN1	EXOSC2
72174	XRN1	EXOSC5
72175	XRN1	UPF2
72176	XRN1	STAM2
72177	XRN1	MYC
72178	XRN1	LSM4
72179	XRN1	DIS3
72180	XRN1	BAG6
72181	XRN1	HNRNPA1
72182	XRN1	EXOSC8
72183	XRN1	EXOSC7
72184	XRN1	EXOSC10
72185	XRN1	UPF1
72186	XRN2	UPF2
72187	XRN2	EEF1A1
72188	XRN2	DXO
72189	XRN2	EXOSC8
72190	XRN2	EXOSC10
72191	XRN2	COMT
72192	XRN2	DISC1
72193	XRN2	PSMA3
72194	YAE1	VIM
72195	YAE1	CEP126
72196	YAE1	TPD52L1
72197	YAE1	CHD3
72198	YAF2	GABPB1
72199	YAF2	YY1
72200	YAP1	TEAD1
72201	YAP1	RUNX2
72202	YAP1	SMAD2
72203	YAP1	ERBB4
72204	YAP1	YES1
72205	YAP1	RUNX3
72206	YAP1	YWHAB
72207	YAP1	TP73
72208	YAP1	SMAD7
72209	YAP1	NFE2
72210	YAP1	YWHAG
72211	YAP1	TP53BP2
72212	YAP1	TGFBR1
72213	YAP1	HNRNPU
72214	YAP1	AKT1
72215	YAP1	TEAD3
72216	YAP1	YWHAQ
72217	YAP1	RUNX1
72218	YAP1	TEAD4
72219	YAP1	SLC9A3R1
72220	YARS	IKBKE
72221	YARS	SAP18
72222	YARS	ELANE
72223	YARS2	CDC20
72224	YBX3	MAP3K14
72225	YBX3	ARRB2
72226	YBX3	NFYB
72227	YBX3	PCBP2
72228	YBX3	RALA
72229	YEATS2	KAT2B
72230	YEATS2	DR1
72231	YEATS2	TADA2A
72232	YEATS2	WDR5
72233	YEATS2	TADA3
72234	YEATS4	SMARCB1
72235	YEATS4	RUVBL2
72236	YEATS4	TFAP2B
72237	YEATS4	MLLT10
72238	YEATS4	ACTL6A
72239	YEATS4	TACC1
72240	YEATS4	DMAP1
72241	YEATS4	RUVBL1
72242	YES1	PAK1
72243	YES1	PLCG2
72244	YES1	CTNND1
72245	YES1	RASA1
72246	YES1	EPHA7
72247	YES1	STAT3
72248	YES1	TYRO3
72249	YES1	CSF1R
72250	YES1	SOS1
72251	YES1	VCL
72252	YES1	EFNB1
72253	YES1	EPHA8
72254	YES1	PIK3CD
72255	YES1	PIK3CB
72256	YES1	ITGB4
72257	YES1	ZAP70
72258	YES1	ARRB1
72259	YES1	CDH1
72260	YES1	CD36
72261	YES1	PTPRE
72262	YES1	FYN
72263	YES1	EPHA4
72264	YES1	KDR
72265	YES1	EPHB6
72266	YES1	SLC9A3R1
72267	YES1	EPHB3
72268	YES1	EFNA2
72269	YES1	STAT5A
72270	YES1	PIK3CA
72271	YES1	VAV2
72272	YES1	PECAM1
72273	YES1	TP53BP2
72274	YES1	PDGFRB
72275	YES1	MST1R
72276	YES1	SYK
72277	YES1	EFNB2
72278	YES1	CBL
72279	YES1	DCC
72280	YES1	EFNA3
72281	YES1	JAK2
72282	YES1	DOK1
72283	YES1	RAC1
72284	YES1	CRK
72285	YES1	NPHS1
72286	YES1	PXN
72287	YES1	RPL15
72288	YES1	NCK2
72289	YES1	CD46
72290	YES1	EGFR
72291	YES1	PIK3R1
72292	YES1	EPHB2
72293	YES1	EFNA5
72294	YES1	GP6
72295	YES1	KIT
72296	YES1	NCK1
72297	YES1	EFNA4
72298	YES1	GRIN1
72299	YES1	GAB2
72300	YES1	MAPK1
72301	YES1	BCAR1
72302	YES1	DLG4
72303	YES1	CD2AP
72304	YES1	EPHB1
72305	YES1	CTLA4
72306	YES1	EFNA1
72307	YES1	EPHA2
72308	YES1	EPHA3
72309	YES1	FLT1
72310	YES1	STAT5B
72311	YES1	STAT1
72312	YES1	GRB2
72313	YES1	PLCG1
72314	YES1	FZR1
72315	YIF1A	SLC34A1
72316	YIPF3	PLSCR1
72317	YIPF4	YIPF3
72318	YIPF5	YIF1A
72319	YIPF6	ARF1
72320	YKT6	COPB2
72321	YKT6	TRAPPC2
72322	YKT6	NAPG
72323	YKT6	ARF1
72324	YKT6	SEC23A
72325	YKT6	SERPINA1
72326	YKT6	TRAPPC4
72327	YKT6	RAB1A
72328	YKT6	BET1L
72329	YKT6	COG3
72330	YKT6	SEC13
72331	YKT6	ARF5
72332	YKT6	TRAPPC6A
72333	YKT6	SEC31A
72334	YKT6	NSF
72335	YKT6	STX5
72336	YKT6	SCFD1
72337	YKT6	SEC24D
72338	YKT6	COPG1
72339	YKT6	TRAPPC3
72340	YKT6	ARFGAP1
72341	YKT6	GRIA1
72342	YKT6	NAPA
72343	YKT6	GOSR1
72344	YKT6	USO1
72345	YKT6	BET1
72346	YKT6	GOSR2
72347	YKT6	COG4
72348	YKT6	SEC24B
72349	YKT6	ARF3
72350	YLPM1	PRPF40A
72351	YLPM1	PRMT1
72352	YME1L1	PSEN1
72353	YOD1	VCP
72354	YRDC	RBBP9
72355	YTHDC1	SRSF1
72356	YTHDC1	CSK
72357	YTHDC1	SRC
72358	YTHDC1	FYN
72359	YTHDC1	TRA2B
72360	YTHDC1	KHDRBS1
72361	YTHDC1	TXK
72362	YTHDC1	ABL1
72363	YTHDC1	EMD
72364	YTHDC1	KHDRBS3
72365	YWHAB	HRAS
72366	YWHAB	NCKAP1
72367	YWHAB	KCNK3
72368	YWHAB	ARAF
72369	YWHAB	MTOR
72370	YWHAB	GEM
72371	YWHAB	BID
72372	YWHAB	PTPN3
72373	YWHAB	CBL
72374	YWHAB	UCP3
72375	YWHAB	C1QBP
72376	YWHAB	KRAS
72377	YWHAB	MAP2K1
72378	YWHAB	MAP3K3
72379	YWHAB	MAP3K5
72380	YWHAB	PRKCD
72381	YWHAB	PEBP1
72382	YWHAB	RAP1A
72383	YWHAB	SNCA
72384	YWHAB	CSNK2A1
72385	YWHAB	MYC
72386	YWHAB	CGN
72387	YWHAB	FOXO3
72388	YWHAB	CSK
72389	YWHAB	TSC1
72390	YWHAB	UCP2
72391	YWHAB	PARD6B
72392	YWHAB	CDC25B
72393	YWHAB	PARD3
72394	YWHAB	SRC
72395	YWHAB	BCL2L11
72396	YWHAB	MAPK1
72397	YWHAB	UBC
72398	YWHAB	HSPA5
72399	YWHAB	TPD52L1
72400	YWHAB	DAPK1
72401	YWHAB	IKBKB
72402	YWHAB	ARRB2
72403	YWHAB	INSR
72404	YWHAB	IGF1R
72405	YWHAB	CDKN1B
72406	YWHAB	HSPA1A
72407	YWHAB	BRAF
72408	YWHAB	MAPK3
72409	YWHAB	WEE1
72410	YWHAB	TSC2
72411	YWHAB	IGF1
72412	YWHAB	CSNK2A2
72413	YWHAB	SEPT1
72414	YWHAB	RAF1
72415	YWHAB	MARK3
72416	YWHAB	IRS1
72417	YWHAB	ARRB1
72418	YWHAB	MAPK7
72419	YWHAB	ITGB1
72420	YWHAB	ABL1
72421	YWHAB	NRAS
72422	YWHAG	CBL
72423	YWHAG	TSC1
72424	YWHAG	HNRNPH1
72425	YWHAG	FOXO3
72426	YWHAG	PRKDC
72427	YWHAG	BRAF
72428	YWHAG	HNRNPD
72429	YWHAG	TP53BP2
72430	YWHAG	CSE1L
72431	YWHAG	FLNA
72432	YWHAG	PPP2R1A
72433	YWHAG	MAP3K3
72434	YWHAG	CGN
72435	YWHAG	C1QBP
72436	YWHAG	STK4
72437	YWHAG	SRC
72438	YWHAG	IGF1R
72439	YWHAG	UBC
72440	YWHAG	PNN
72441	YWHAG	PAK1
72442	YWHAG	MTOR
72443	YWHAG	CLK1
72444	YWHAG	PRKCD
72445	YWHAG	CDK1
72446	YWHAG	PTPN3
72447	YWHAG	MARK3
72448	YWHAG	SRSF6
72449	YWHAG	ALB
72450	YWHAG	ARRB2
72451	YWHAG	PRKCQ
72452	YWHAG	RABEP1
72453	YWHAG	RAF1
72454	YWHAG	YWHAB
72455	YWHAG	WEE1
72456	YWHAG	SEPT1
72457	YWHAG	PIK3R1
72458	YWHAG	CDKN1B
72459	YWHAG	PRKACA
72460	YWHAG	CDK16
72461	YWHAG	ARAF
72462	YWHAG	NCKAP1
72463	YWHAG	ARRB1
72464	YWHAG	EEF1A1
72465	YWHAG	NEFL
72466	YWHAG	KCNK3
72467	YWHAG	DISC1
72468	YWHAG	ABLIM1
72469	YWHAG	HNRNPM
72470	YWHAG	SVIL
72471	YWHAG	CDC5L
72472	YWHAG	EWSR1
72473	YWHAG	SRSF1
72474	YWHAG	ABL1
72475	YWHAG	UCP3
72476	YWHAG	MCM5
72477	YWHAG	IRS1
72478	YWHAG	PRMT1
72479	YWHAG	PARD3
72480	YWHAG	DDX39B
72481	YWHAG	CLTC
72482	YWHAG	PRKCA
72483	YWHAG	HSPA1A
72484	YWHAG	TSC2
72485	YWHAG	CHEK1
72486	YWHAG	CSNK1D
72487	YWHAG	HSP90AA1
72488	YWHAG	HSPA8
72489	YWHAG	UCP2
72490	YWHAG	CDC25B
72491	YWHAG	PRLR
72492	YWHAH	PARD6A
72493	YWHAH	IRS1
72494	YWHAH	CDC25B
72495	YWHAH	NR3C1
72496	YWHAH	NCOA1
72497	YWHAH	TSC2
72498	YWHAH	PARD3
72499	YWHAH	NEK1
72500	YWHAH	C1QBP
72501	YWHAH	MARK3
72502	YWHAH	BRAF
72503	YWHAH	NCOA2
72504	YWHAH	PDPK1
72505	YWHAH	FOXO3
72506	YWHAH	ARAF
72507	YWHAH	MAP3K5
72508	YWHAH	NCOA3
72509	YWHAH	THRA
72510	YWHAH	CREBBP
72511	YWHAH	RABEP1
72512	YWHAH	RAF1
72513	YWHAH	MED1
72514	YWHAH	SRC
72515	YWHAH	TSC1
72516	YWHAH	SNRPE
72517	YWHAH	SLC25A6
72518	YWHAH	PRKCI
72519	YWHAH	MTOR
72520	YWHAH	ABLIM1
72521	YWHAH	ARRB1
72522	YWHAH	IGF1R
72523	YWHAH	JUN
72524	YWHAH	HSPA8
72525	YWHAH	ARRB2
72526	YWHAH	ESR1
72527	YWHAH	CDK16
72528	YWHAH	ABL1
72529	YWHAH	MAP3K3
72530	YWHAH	KCNK3
72531	YWHAH	PARD6B
72532	YWHAH	CGN
72533	YWHAH	TP53BP2
72534	YWHAH	HNRNPD
72535	YWHAH	YWHAG
72536	YWHAH	CDKN1B
72537	YWHAH	YWHAB
72538	YWHAH	ESR2
72539	YWHAQ	MAP3K3
72540	YWHAQ	YWHAB
72541	YWHAQ	KCNK3
72542	YWHAQ	BRAF
72543	YWHAQ	THRA
72544	YWHAQ	HSPA1A
72545	YWHAQ	MED1
72546	YWHAQ	MAP3K5
72547	YWHAQ	DAPK1
72548	YWHAQ	CDKN1B
72549	YWHAQ	SRSF1
72550	YWHAQ	SRSF6
72551	YWHAQ	HDAC5
72552	YWHAQ	CBL
72553	YWHAQ	CDC25B
72554	YWHAQ	MYC
72555	YWHAQ	MARK3
72556	YWHAQ	RABEP1
72557	YWHAQ	SEPT1
72558	YWHAQ	ESR1
72559	YWHAQ	PAK4
72560	YWHAQ	SRSF10
72561	YWHAQ	ESR2
72562	YWHAQ	YWHAH
72563	YWHAQ	YWHAZ
72564	YWHAQ	UCP3
72565	YWHAQ	EGFR
72566	YWHAQ	MTOR
72567	YWHAQ	DISC1
72568	YWHAQ	TERT
72569	YWHAQ	BAX
72570	YWHAQ	ARRB1
72571	YWHAQ	RAF1
72572	YWHAQ	UCP2
72573	YWHAQ	HSPA8
72574	YWHAQ	ARRB2
72575	YWHAQ	MEF2D
72576	YWHAQ	AR
72577	YWHAQ	SMAD9
72578	YWHAQ	TSC1
72579	YWHAQ	NCOA3
72580	YWHAQ	PDPK1
72581	YWHAQ	YWHAG
72582	YWHAQ	TSC2
72583	YWHAQ	FSHR
72584	YWHAQ	EIF4A3
72585	YWHAQ	NCOA1
72586	YWHAQ	NFATC2
